Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
11738,2023-09-06 05:54:57,Books,131,4,412,Credit Card,64,1.0,Cynthia Taylor,64,Male,0
11738,2023-09-01 03:48:33,Clothing,102,1,3927,PayPal,64,1.0,Cynthia Taylor,64,Male,0
44311,2023-03-12 22:26:42,Home,384,3,2725,Cash,49,0.0,Lauren Torres,49,Female,1
835,2023-01-29 05:37:53,Electronics,306,1,5281,Cash,59,0.0,Richard Smith,59,Male,0
26275,2023-09-09 04:57:58,Electronics,93,2,4814,Credit Card,64,,Colton Guerra,64,Female,0
26275,2023-01-31 22:56:00,Clothing,371,3,4765,Credit Card,64,1.0,Colton Guerra,64,Female,0
37795,2023-01-28 00:54:04,Electronics,348,3,967,Credit Card,62,1.0,Steven Mccullough,62,Male,0
37795,2023-07-14 03:11:19,Clothing,208,1,648,PayPal,62,,Steven Mccullough,62,Male,0
4553,2023-02-13 19:54:01,Clothing,428,5,4847,Credit Card,19,0.0,Roy Rosales,19,Female,0
4553,2023-02-17 15:26:55,Clothing,99,4,3172,PayPal,19,,Roy Rosales,19,Female,0
6656,2023-09-04 19:30:15,Electronics,222,4,3694,Cash,19,0.0,Stacy Melendez,19,Female,0
6656,2023-06-21 08:24:09,Books,438,5,3592,PayPal,19,,Stacy Melendez,19,Female,0
6656,2023-04-14 19:12:16,Home,454,4,4844,PayPal,19,1.0,Stacy Melendez,19,Female,0
45727,2023-05-09 04:40:47,Books,139,2,1650,Cash,61,0.0,April Reynolds,61,Female,0
5243,2023-06-06 13:27:56,Books,449,3,2199,Credit Card,70,1.0,Kendra Bates,70,Male,1
5243,2023-01-04 09:02:04,Home,408,4,1743,PayPal,70,0.0,Kendra Bates,70,Male,1
46689,2023-01-28 00:35:16,Home,282,3,5116,Credit Card,34,1.0,Jessica Lopez,34,Female,0
46689,2023-06-11 08:27:50,Clothing,142,3,2974,Cash,34,0.0,Jessica Lopez,34,Female,0
23699,2023-09-06 01:18:27,Electronics,236,2,2118,PayPal,59,1.0,Tina Murray,59,Male,1
23699,2023-02-23 04:20:01,Clothing,72,3,523,PayPal,59,1.0,Tina Murray,59,Male,1
23699,2023-06-01 05:44:40,Electronics,260,4,3050,PayPal,59,0.0,Tina Murray,59,Male,1
23699,2023-08-29 06:31:18,Home,152,5,3778,PayPal,59,,Tina Murray,59,Male,1
15531,2023-03-31 07:57:23,Clothing,60,3,1445,Cash,34,0.0,Julie Molina,34,Female,0
15531,2023-02-19 00:08:06,Home,59,4,1190,Cash,34,0.0,Julie Molina,34,Female,0
8086,2023-02-21 03:09:25,Electronics,379,1,1735,PayPal,39,0.0,Angel Harris,39,Male,0
8086,2023-06-26 09:21:42,Books,205,5,1445,Credit Card,39,,Angel Harris,39,Male,0
37332,2023-06-03 21:46:42,Clothing,209,1,3454,Credit Card,65,1.0,Kayla Fleming,65,Female,0
48175,2023-05-14 12:54:22,Home,50,1,1970,Cash,51,1.0,Nancy Riley,51,Male,0
48175,2023-01-25 22:30:36,Books,473,5,2246,PayPal,51,,Nancy Riley,51,Male,0
48175,2023-04-26 01:50:46,Electronics,334,2,937,Cash,51,0.0,Nancy Riley,51,Male,0
42500,2023-03-22 20:28:14,Clothing,108,3,2936,Credit Card,43,1.0,Jasmine Miller,43,Female,0
42500,2023-04-02 20:43:23,Electronics,374,3,1314,Cash,43,0.0,Jasmine Miller,43,Female,0
42500,2023-02-20 19:38:04,Clothing,151,1,5167,Cash,43,1.0,Jasmine Miller,43,Female,0
45465,2023-07-18 14:19:54,Books,175,1,3992,PayPal,58,1.0,Patrick Baker,58,Female,0
45465,2023-08-10 21:17:02,Electronics,199,1,3378,Cash,58,,Patrick Baker,58,Female,0
18433,2023-04-15 15:46:58,Books,419,2,2318,Credit Card,60,0.0,Joshua Wallace,60,Male,0
12338,2023-08-16 15:24:18,Electronics,274,1,3680,Cash,21,1.0,Sue Sawyer,21,Female,1
44513,2023-07-24 20:49:53,Electronics,269,4,1190,PayPal,21,1.0,Michael Perry,21,Female,0
44513,2023-07-25 23:33:08,Books,394,3,4583,Credit Card,21,0.0,Michael Perry,21,Female,0
7048,2023-07-26 11:55:43,Home,213,1,3451,PayPal,18,1.0,Shawn Jensen,18,Male,0
7805,2023-07-18 13:04:38,Books,384,5,5070,PayPal,35,0.0,Shawn Reynolds,35,Female,0
10762,2023-04-17 06:44:15,Electronics,181,1,655,Credit Card,60,1.0,Ashley Burton,60,Male,0
10762,2023-06-26 17:52:33,Home,51,2,827,Credit Card,60,,Ashley Burton,60,Male,0
11069,2023-04-06 20:05:23,Home,240,5,1201,Cash,23,1.0,Jennifer Ruiz,23,Female,0
46183,2023-05-06 07:08:19,Home,168,2,4185,Credit Card,69,1.0,Christopher Hawkins,69,Female,0
46183,2023-01-23 16:06:59,Books,294,3,1268,PayPal,69,0.0,Christopher Hawkins,69,Female,0
13534,2023-02-14 17:25:44,Books,218,3,2963,Cash,54,1.0,Shane Martinez,54,Male,0
13534,2023-06-03 03:15:56,Clothing,65,4,1340,Cash,54,0.0,Shane Martinez,54,Male,0
13534,2023-06-30 08:53:32,Clothing,186,5,4151,Credit Card,54,1.0,Shane Martinez,54,Male,0
13534,2023-05-16 06:37:45,Clothing,483,2,2449,Cash,54,,Shane Martinez,54,Male,0
5616,2023-07-03 10:13:35,Home,353,4,4287,PayPal,48,1.0,Sarah Rodriguez,48,Male,0
35164,2023-04-13 06:07:13,Clothing,13,1,1447,PayPal,58,1.0,Diana Snow,58,Female,1
29493,2023-01-02 00:25:58,Home,29,4,3439,PayPal,67,1.0,Sandra Simpson,67,Male,0
20394,2023-05-16 03:46:54,Electronics,447,5,2403,Cash,61,1.0,Shawn Stafford,61,Female,0
28484,2023-05-14 19:20:09,Clothing,396,3,4956,Cash,25,0.0,Amber Crawford,25,Female,0
41953,2023-01-12 03:32:35,Clothing,500,1,2055,Cash,69,1.0,Amber Lara,69,Female,0
41953,2023-08-02 03:16:16,Books,33,3,4198,PayPal,69,0.0,Amber Lara,69,Female,0
34666,2023-07-26 08:02:16,Books,286,4,446,Credit Card,26,1.0,Lori Hooper,26,Female,0
48259,2023-07-30 00:09:58,Home,115,1,4807,PayPal,42,0.0,Melanie Taylor,42,Female,0
353,2023-07-02 01:22:42,Clothing,93,5,712,Cash,33,0.0,Jessica Gardner,33,Female,1
353,2023-07-02 17:08:13,Electronics,424,5,1871,PayPal,33,0.0,Jessica Gardner,33,Female,1
2159,2023-05-03 11:07:21,Clothing,70,3,2948,Cash,69,,Ashlee King,69,Female,0
6704,2023-05-12 16:15:59,Home,494,4,2940,Cash,58,1.0,Anthony Rich,58,Male,0
6704,2023-03-26 15:55:06,Home,93,1,916,Credit Card,58,1.0,Anthony Rich,58,Male,0
15543,2023-05-09 19:55:16,Books,432,3,1088,Credit Card,57,0.0,Robert Hopkins,57,Male,0
15543,2023-05-15 23:24:53,Books,212,2,2272,PayPal,57,1.0,Robert Hopkins,57,Male,0
29419,2023-02-25 08:17:02,Books,127,3,610,Credit Card,57,1.0,Steven Allen,57,Female,0
42327,2023-04-13 18:09:39,Electronics,364,1,4444,PayPal,20,,Matthew Hill DVM,20,Female,1
42327,2023-07-06 16:13:38,Books,224,2,4760,Cash,20,1.0,Matthew Hill DVM,20,Female,1
24863,2023-02-09 11:01:03,Clothing,270,2,3596,PayPal,43,0.0,Jordan Moore,43,Male,0
24863,2023-04-04 06:45:38,Clothing,102,3,1001,Cash,43,1.0,Jordan Moore,43,Male,0
24863,2023-01-02 13:25:10,Electronics,462,4,1952,Cash,43,1.0,Jordan Moore,43,Male,0
24863,2023-09-09 00:34:31,Home,51,3,2521,Credit Card,43,0.0,Jordan Moore,43,Male,0
42859,2023-09-09 12:38:36,Books,401,1,2643,Credit Card,68,0.0,Kenneth Soto,68,Female,1
42859,2023-08-21 05:49:52,Books,458,5,1643,Cash,68,0.0,Kenneth Soto,68,Female,1
1364,2023-04-13 12:35:05,Electronics,174,3,4620,Credit Card,24,,Melissa Molina,24,Female,0
1364,2023-08-31 11:00:45,Clothing,488,5,2082,Credit Card,24,1.0,Melissa Molina,24,Female,0
3494,2023-04-12 14:19:09,Home,419,2,4150,Credit Card,51,0.0,Jessica Jimenez MD,51,Female,0
3494,2023-05-16 07:53:48,Clothing,451,5,2264,Credit Card,51,0.0,Jessica Jimenez MD,51,Female,0
3494,2023-02-25 23:29:22,Electronics,302,2,344,PayPal,51,1.0,Jessica Jimenez MD,51,Female,0
3494,2023-01-30 05:50:26,Books,345,5,5143,Credit Card,51,1.0,Jessica Jimenez MD,51,Female,0
3494,2023-08-05 20:25:04,Books,13,3,4017,PayPal,51,,Jessica Jimenez MD,51,Female,0
11116,2023-06-07 10:42:16,Home,219,2,2085,Credit Card,66,1.0,Lauren Gregory,66,Female,0
1975,2023-01-05 18:45:23,Books,241,5,1724,PayPal,51,0.0,Samuel Maldonado,51,Male,0
27690,2023-09-03 02:23:11,Books,112,4,699,PayPal,57,0.0,John Juarez,57,Female,0
39126,2023-05-14 06:10:24,Books,77,1,3754,Cash,61,,Erica Duncan,61,Male,0
10016,2023-01-18 08:46:39,Clothing,204,4,1863,Cash,57,1.0,Robin West,57,Female,0
10016,2023-07-19 04:37:52,Clothing,140,2,4766,Cash,57,,Robin West,57,Female,0
37527,2023-01-05 13:03:05,Electronics,41,2,4035,PayPal,41,0.0,Elizabeth Myers,41,Male,1
37527,2023-08-07 02:52:41,Electronics,490,1,3182,Credit Card,41,1.0,Elizabeth Myers,41,Male,1
48220,2023-08-14 04:43:42,Clothing,244,1,4133,Cash,51,0.0,Yolanda Washington,51,Female,1
21954,2023-02-14 14:26:45,Electronics,494,2,3644,Cash,21,,Chad Blair,21,Female,0
21954,2023-08-09 15:18:29,Home,303,1,2525,PayPal,21,1.0,Chad Blair,21,Female,0
46055,2023-01-14 02:35:08,Home,432,1,4732,Cash,41,1.0,Krista Mullen,41,Female,0
10125,2023-06-30 05:15:30,Books,241,3,4449,Cash,19,1.0,Elizabeth Haney,19,Male,0
35531,2023-02-07 11:10:02,Electronics,180,3,4981,Cash,39,1.0,Jonathan Marsh,39,Female,0
21703,2023-03-30 20:53:57,Electronics,481,1,3815,Cash,49,1.0,Richard Khan,49,Female,0
27337,2023-08-18 02:46:07,Home,269,3,3569,Credit Card,48,1.0,Shelby Henry,48,Female,1
27337,2023-04-07 20:48:42,Home,299,4,609,PayPal,48,1.0,Shelby Henry,48,Female,1
15399,2023-01-25 02:59:18,Home,12,2,2740,Cash,39,1.0,Joshua Holden,39,Female,0
18400,2023-09-02 12:22:11,Electronics,312,2,3857,Credit Card,36,0.0,Shelly Dorsey,36,Male,0
18400,2023-09-11 16:02:30,Home,61,4,3206,Cash,36,1.0,Shelly Dorsey,36,Male,0
48711,2023-04-15 11:53:20,Books,102,5,2025,Cash,65,0.0,Michael Baker,65,Female,0
48711,2023-04-29 04:04:17,Electronics,455,2,915,Credit Card,65,1.0,Michael Baker,65,Female,0
48711,2023-05-20 16:37:48,Home,306,5,4947,Cash,65,1.0,Michael Baker,65,Female,0
48711,2023-07-07 05:16:52,Clothing,258,4,567,Credit Card,65,0.0,Michael Baker,65,Female,0
7090,2023-05-15 00:31:53,Clothing,142,4,2226,PayPal,37,0.0,Andrew West,37,Female,0
7090,2023-05-31 05:23:18,Home,26,2,2258,Credit Card,37,0.0,Andrew West,37,Female,0
24534,2023-08-03 10:00:59,Books,358,4,3253,PayPal,54,1.0,Paul Ford,54,Male,0
2521,2023-03-20 14:04:49,Electronics,21,1,1632,Credit Card,50,1.0,Deborah Miller,50,Male,0
5837,2023-01-18 09:44:26,Books,210,2,3326,PayPal,68,,Gary Wilson,68,Male,0
4487,2023-08-06 05:33:09,Electronics,64,2,3826,Credit Card,34,0.0,Heather Jones,34,Female,1
28778,2023-05-26 05:53:58,Electronics,139,2,955,PayPal,25,1.0,Tammy Tucker,25,Male,0
28778,2023-01-18 00:46:04,Clothing,371,3,4747,PayPal,25,,Tammy Tucker,25,Male,0
6795,2023-01-11 08:50:05,Books,460,3,1245,Cash,65,1.0,Jon Lynch,65,Male,0
6795,2023-06-16 10:00:29,Home,51,1,3584,Credit Card,65,0.0,Jon Lynch,65,Male,0
6320,2023-03-17 04:06:29,Books,336,1,1591,Cash,25,0.0,Tiffany Tanner,25,Male,0
9798,2023-05-30 01:45:24,Clothing,271,2,3903,Credit Card,19,1.0,Beverly Martin,19,Female,0
9798,2023-03-17 17:30:51,Home,157,4,3043,Credit Card,19,0.0,Beverly Martin,19,Female,0
14425,2023-06-26 00:22:08,Electronics,266,5,2401,Credit Card,54,0.0,Sarah Young,54,Male,0
14425,2023-08-17 21:47:19,Books,203,1,3663,Credit Card,54,0.0,Sarah Young,54,Male,0
14425,2023-05-26 01:47:12,Books,246,5,3731,Credit Card,54,,Sarah Young,54,Male,0
4098,2023-09-03 16:33:06,Books,479,5,1043,Cash,52,0.0,Sarah Garrett,52,Female,0
33471,2023-06-26 02:50:57,Home,442,2,2889,Credit Card,30,0.0,Valerie Brooks,30,Female,1
33471,2023-03-28 03:33:28,Home,398,1,3621,Credit Card,30,0.0,Valerie Brooks,30,Female,1
41194,2023-07-25 20:14:59,Home,74,5,3417,Cash,54,1.0,Mckenzie Christensen,54,Female,0
38837,2023-03-27 04:05:12,Electronics,14,4,3574,Cash,54,0.0,James Warren,54,Female,1
22451,2023-06-03 16:56:53,Books,87,3,646,Cash,52,0.0,Julie Scott,52,Female,0
22451,2023-04-16 14:26:16,Books,350,2,899,Credit Card,52,0.0,Julie Scott,52,Female,0
18896,2023-01-14 07:42:49,Books,244,4,1478,PayPal,55,1.0,Crystal Yoder,55,Female,0
18896,2023-08-04 15:01:50,Home,200,1,1697,PayPal,55,1.0,Crystal Yoder,55,Female,0
8937,2023-04-01 23:17:14,Clothing,345,4,1487,Cash,19,1.0,Richard Thompson,19,Male,0
48283,2023-06-19 11:48:32,Books,290,1,3134,Credit Card,50,0.0,John Wilcox,50,Female,0
48313,2023-05-10 13:11:36,Electronics,348,5,5039,Cash,19,0.0,John Simpson,19,Female,1
7832,2023-08-03 11:17:19,Books,45,2,4417,PayPal,43,1.0,Angela Porter,43,Male,0
7832,2023-04-08 12:07:57,Home,481,4,4308,Cash,43,,Angela Porter,43,Male,0
7832,2023-01-05 20:25:44,Clothing,360,2,3919,Credit Card,43,,Angela Porter,43,Male,0
19150,2023-05-23 08:30:11,Books,334,2,2237,Cash,20,,Michael Moore,20,Male,0
19150,2023-05-15 20:15:09,Electronics,316,3,4819,PayPal,20,0.0,Michael Moore,20,Male,0
19150,2023-01-24 13:36:26,Clothing,387,4,2118,Credit Card,20,0.0,Michael Moore,20,Male,0
14579,2023-03-31 00:20:35,Home,297,3,4903,Cash,42,1.0,Anthony Thomas,42,Female,1
45612,2023-09-13 10:35:29,Books,397,2,1855,PayPal,49,0.0,Brandon Lee,49,Male,0
45612,2023-04-21 15:34:42,Electronics,383,3,4670,Cash,49,,Brandon Lee,49,Male,0
45612,2023-03-18 05:20:47,Clothing,369,1,3037,PayPal,49,1.0,Brandon Lee,49,Male,0
20426,2023-03-09 10:21:13,Books,498,2,403,PayPal,26,1.0,Sarah Flowers,26,Female,0
20426,2023-05-05 10:34:59,Clothing,310,5,4031,Cash,26,1.0,Sarah Flowers,26,Female,0
43648,2023-04-24 13:51:12,Books,353,3,1919,Cash,35,1.0,Sydney Mcguire,35,Female,0
43648,2023-06-05 03:39:51,Home,96,2,4158,Credit Card,35,0.0,Sydney Mcguire,35,Female,0
6460,2023-05-20 23:42:33,Books,388,2,4655,PayPal,56,0.0,Tyler Fernandez,56,Male,0
6460,2023-05-08 00:50:04,Clothing,35,3,3254,PayPal,56,,Tyler Fernandez,56,Male,0
37543,2023-07-28 07:02:41,Books,260,3,690,Cash,23,,Paul Hicks,23,Female,0
4919,2023-06-05 05:04:35,Electronics,207,3,4176,Cash,20,0.0,Michael Jimenez,20,Male,0
9687,2023-07-16 03:06:10,Clothing,38,3,2354,Cash,64,1.0,Sherri Jones,64,Female,0
5737,2023-03-23 10:31:19,Clothing,142,5,851,Credit Card,56,1.0,Jennifer Taylor,56,Male,0
31507,2023-07-12 13:39:08,Books,398,1,1211,PayPal,31,1.0,Sandra Hayes,31,Male,0
47129,2023-05-29 16:52:40,Electronics,402,2,3289,Cash,41,0.0,Erin Ewing,41,Male,0
47129,2023-03-16 03:31:30,Electronics,283,1,3521,Cash,41,0.0,Erin Ewing,41,Male,0
5423,2023-04-02 06:37:51,Home,386,4,1017,PayPal,60,1.0,Aaron Jacobs,60,Male,1
5423,2023-03-30 16:36:01,Electronics,368,2,507,Credit Card,60,1.0,Aaron Jacobs,60,Male,1
28317,2023-05-22 14:44:40,Home,282,5,1249,Cash,51,,Candice Pierce,51,Male,0
46971,2023-03-21 03:42:24,Home,243,3,1450,Cash,21,1.0,Laura Davis,21,Male,0
46971,2023-02-15 01:31:04,Clothing,33,3,4807,Credit Card,21,,Laura Davis,21,Male,0
46971,2023-06-12 16:39:29,Electronics,36,1,3273,Credit Card,21,1.0,Laura Davis,21,Male,0
4576,2023-01-25 09:08:23,Home,108,1,2234,Credit Card,40,0.0,Jennifer Diaz,40,Female,0
4576,2023-07-14 17:03:04,Electronics,366,1,4535,PayPal,40,0.0,Jennifer Diaz,40,Female,0
4576,2023-04-24 05:59:56,Electronics,312,5,2371,PayPal,40,1.0,Jennifer Diaz,40,Female,0
41933,2023-07-02 03:20:32,Books,477,3,424,PayPal,69,0.0,Rachel Morgan,69,Female,0
16121,2023-07-29 09:55:11,Clothing,126,3,2259,PayPal,58,1.0,Jordan Smith,58,Female,0
27735,2023-06-08 06:08:12,Home,255,5,2794,Cash,41,1.0,Elizabeth Rivas,41,Male,0
27735,2023-02-09 19:15:54,Clothing,493,5,4621,Cash,41,,Elizabeth Rivas,41,Male,0
27530,2023-04-14 03:22:18,Books,425,4,2981,PayPal,40,0.0,Karina Proctor,40,Female,0
22092,2023-04-10 21:58:19,Clothing,140,2,2764,Credit Card,30,0.0,Mrs. Melissa Hernandez,30,Female,0
22092,2023-06-22 07:07:38,Books,255,3,471,Cash,30,1.0,Mrs. Melissa Hernandez,30,Female,0
22092,2023-01-19 14:05:16,Home,450,3,214,Cash,30,0.0,Mrs. Melissa Hernandez,30,Female,0
40530,2023-03-11 23:25:02,Electronics,449,5,4003,PayPal,56,0.0,Anthony Pearson,56,Male,0
15657,2023-05-03 05:54:20,Electronics,398,5,1776,Cash,30,1.0,Steve Mays,30,Male,0
11397,2023-05-30 19:49:33,Electronics,445,5,346,PayPal,60,1.0,Vanessa Blackburn,60,Male,0
46942,2023-07-11 12:44:41,Clothing,444,5,3765,Credit Card,62,1.0,Anna Martin,62,Female,0
46942,2023-04-28 20:13:41,Home,24,3,5126,Credit Card,62,0.0,Anna Martin,62,Female,0
46942,2023-08-06 19:10:47,Books,430,3,3685,Credit Card,62,0.0,Anna Martin,62,Female,0
48430,2023-09-13 01:59:32,Electronics,348,4,1239,Cash,24,1.0,Christopher Duran,24,Male,0
23587,2023-05-04 09:20:08,Clothing,50,1,1195,PayPal,43,1.0,Leslie Estrada,43,Female,0
23587,2023-07-21 02:21:41,Electronics,130,1,2085,Cash,43,1.0,Leslie Estrada,43,Female,0
30365,2023-01-28 10:20:12,Electronics,30,1,332,Credit Card,64,1.0,Megan Bates,64,Male,0
30365,2023-04-17 00:36:12,Clothing,437,4,4020,Cash,64,1.0,Megan Bates,64,Male,0
30365,2023-01-23 15:02:23,Home,242,2,4048,Cash,64,0.0,Megan Bates,64,Male,0
19502,2023-02-20 14:13:00,Clothing,263,5,936,PayPal,70,,Travis Garcia,70,Female,1
19502,2023-05-05 03:06:05,Books,473,5,2754,Cash,70,,Travis Garcia,70,Female,1
28667,2023-04-10 06:14:43,Clothing,76,3,4720,PayPal,67,,Mitchell Bryan,67,Male,0
28667,2023-03-14 17:46:17,Home,159,5,988,Credit Card,67,0.0,Mitchell Bryan,67,Male,0
28667,2023-04-19 00:41:17,Books,144,1,2625,PayPal,67,1.0,Mitchell Bryan,67,Male,0
44907,2023-03-19 21:36:40,Books,405,5,4499,Credit Card,30,0.0,Gregory Ramsey,30,Male,0
23706,2023-06-06 05:04:41,Clothing,10,5,2191,Credit Card,40,1.0,Kelly Sanchez,40,Male,0
23706,2023-08-15 02:07:32,Clothing,442,2,827,PayPal,40,,Kelly Sanchez,40,Male,0
23706,2023-02-09 21:33:20,Electronics,379,4,1573,Credit Card,40,0.0,Kelly Sanchez,40,Male,0
30960,2023-08-10 17:53:21,Home,397,4,2458,Cash,25,1.0,Lisa Miller,25,Female,0
30960,2023-02-14 04:06:27,Books,304,5,342,Cash,25,0.0,Lisa Miller,25,Female,0
29541,2023-08-20 05:38:18,Clothing,174,5,1230,Credit Card,43,1.0,Christine Conway,43,Male,0
29541,2023-06-29 09:30:52,Electronics,40,2,375,Credit Card,43,1.0,Christine Conway,43,Male,0
29541,2023-08-04 10:16:32,Home,58,1,523,Cash,43,0.0,Christine Conway,43,Male,0
18407,2023-07-11 01:10:24,Books,136,4,2164,Credit Card,64,1.0,Sierra Wilson,64,Male,0
18407,2023-04-19 08:25:45,Clothing,231,2,5313,PayPal,64,0.0,Sierra Wilson,64,Male,0
25522,2023-05-05 14:23:35,Electronics,414,3,3069,PayPal,33,1.0,Amanda Heath,33,Female,0
25522,2023-01-07 05:21:58,Electronics,285,1,2752,PayPal,33,1.0,Amanda Heath,33,Female,0
25522,2023-04-19 21:35:23,Electronics,276,4,4536,Cash,33,0.0,Amanda Heath,33,Female,0
14025,2023-07-14 20:45:49,Clothing,15,2,2249,Cash,63,1.0,Melissa Shah,63,Female,0
4563,2023-08-07 18:20:22,Electronics,409,1,4663,Credit Card,55,,Joshua Robinson,55,Male,0
4563,2023-02-03 22:29:29,Electronics,118,3,4857,Cash,55,0.0,Joshua Robinson,55,Male,0
48651,2023-02-01 00:25:10,Clothing,167,2,4676,Credit Card,25,0.0,Kristina Reyes,25,Male,0
22230,2023-07-18 16:53:14,Electronics,176,2,547,PayPal,32,0.0,Christopher Barton,32,Female,0
2041,2023-08-06 16:46:50,Clothing,251,3,1314,Cash,58,1.0,Daniel Martin,58,Female,0
45961,2023-04-07 09:05:56,Electronics,369,1,1231,PayPal,68,1.0,Austin Torres,68,Female,0
32218,2023-02-06 15:43:11,Home,165,3,1563,Cash,66,1.0,Gary Freeman,66,Male,0
32218,2023-04-20 06:19:52,Home,376,4,1980,Credit Card,66,,Gary Freeman,66,Male,0
14200,2023-02-06 06:59:48,Electronics,238,5,5034,Credit Card,62,0.0,Alisha Juarez,62,Female,0
14200,2023-01-23 09:42:38,Home,12,5,1363,Credit Card,62,0.0,Alisha Juarez,62,Female,0
2741,2023-07-23 18:52:27,Books,39,1,4838,Credit Card,59,1.0,Dr. Emily Scott,59,Female,1
36131,2023-04-25 01:56:46,Clothing,488,2,2087,PayPal,23,0.0,Tracy Braun,23,Male,0
